ref,greek_phrase,lemma,morphology,chosen_rendering,alternate_renderings,rationale,status,reviewer
Jeremiah 11:21,ἐπὶ τοὺς ἄνδρας Αναθωθ τοὺς ζητοῦντας τὴν ψυχήν μου,ἀνήρ | Αναθωθ | ζητέω | ψυχή,Anathoth-threat line,against the men of Anathoth who seek my life,against men of Anathoth seeking my life,English supplies the and resolves the participle as who seek.,reviewed,codex
Jeremiah 11:23,ἐγκατάλειμμα οὐκ ἔσται αὐτῶν,ἐγκατάλειμμα | εἰμί,remnant-none line,no remnant of them will exist,the remnant of them will not exist,English uses no remnant for the Greek negative phrase.,reviewed,codex
Jeremiah 12:1,πάντες οἱ ἀθετοῦντες ἀθετήματα,ἀθετέω | ἀθέτημα,faithless-acts line,act faithlessly with faithless acts,deal faithlessly in acts of faithlessness,English avoids the blocked in acts of formula while retaining the repeated faithlessness root.,reviewed,codex
Jeremiah 12:2,ἐγγύς εἶ σὺ τοῦ στόματος αὐτῶν καὶ πόρρω ἀπὸ τῶν νεφρῶν αὐτῶν,στόμα | νεφρός,near-mouth-far-kidneys line,You are near in their mouth and far from their kidneys,Near are you in their mouth and far from their kidneys,English normalizes word order while retaining kidneys.,reviewed,codex
Jeremiah 12:3,ἅγνισον αὐτοὺς εἰς ἡμέραν σφαγῆς αὐτῶν,ἁγνίζω | ἡμέρα | σφαγή,set-apart-slaughter-day line,Set them apart for the day of their slaughter,Purify them for the day of their slaughter,English uses set apart for the ironic consecration-to-slaughter context.,reviewed,codex
Jeremiah 12:4,ἕως πότε πενθήσει ἡ γῆ,γῆ | πενθέω,land-mourning line,How long will the land mourn,How long will land mourn,English supplies the before land.,reviewed,codex
Jeremiah 12:5,ἐν φρυάγματι τοῦ Ιορδάνου,φρύαγμα | Ιορδάνης,Jordan-thicket line,the thicket of the Jordan,thicket of Jordan,English supplies the articles before thicket and Jordan.,reviewed,codex
Jeremiah 12:7,τὴν ἠγαπημένην ψυχήν μου,ἀγαπάω | ψυχή,beloved-soul line,the beloved of my soul,beloved of my soul,English supplies the before beloved.,reviewed,codex
Jeremiah 12:9,σπήλαιον ὑαίνης,σπήλαιον | ὕαινα,hyena-cave line,a hyena's cave,cave of hyena,English uses possessive hyena's cave for the Greek cave-of-hyena phrase.,reviewed,codex
Jeremiah 12:10,εἰς ἔρημον ἄβατον,ἔρημος | ἄβατος,pathless-desert line,into a pathless desert,into pathless desert,English supplies a before pathless desert.,reviewed,codex
Jeremiah 12:12,μάχαιρα τοῦ κυρίου,μάχαιρα | κύριος,sword-of-Lord line,the sword of the Lord,sword of the Lord,English supplies the before sword of the Lord.,reviewed,codex
Jeremiah 12:16,ἐὰν μαθόντες μάθωσιν τὴν ὁδὸν τοῦ λαοῦ μου,μανθάνω | ὁδός | λαός,learn-way line,if in learning they learn the way of my people,if in learning they learn way of my people,English supplies the before way.,reviewed,codex
Jeremiah 13:1,περίζωμα λινοῦν,περίζωμα | λινός,linen-belt line,a linen belt,linen belt,English supplies a before linen belt.,reviewed,codex
Jeremiah 13:2,τὸ περίζωμα,περίζωμα,belt-acquired line,the belt,belt,English supplies the because the belt was introduced in the prior verse.,reviewed,codex
Jeremiah 13:4,ἐπὶ τὸν Εὐφράτην ... ἐν τῇ τρυμαλιᾷ τῆς πέτρας,Εὐφράτης | τρυμαλιά | πέτρα,Euphrates-hole-rock line,to the Euphrates ... in the hole of the rock,to Euphrates ... in hole of rock,English supplies articles for named river and hole-of-rock phrase.,reviewed,codex
Jeremiah 13:7,ἐπὶ τὸν Εὐφράτην ποταμόν ... τὸ περίζωμα,Εὐφράτης | ποταμός | περίζωμα,Euphrates-river-belt line,the Euphrates River ... the belt,Euphrates river ... belt,English supplies the for river and belt.,reviewed,codex
Jeremiah 13:9,τὴν ὕβριν Ιουδα καὶ τὴν ὕβριν Ιερουσαλημ,ὕβρις | Ιουδα | Ιερουσαλημ,pride-of-Judah line,the pride of Judah and the pride of Jerusalem,pride of Judah and pride of Jerusalem,English supplies the before both pride phrases.,reviewed,codex
Jeremiah 13:11,καθάπερ κολλᾶται τὸ περίζωμα περὶ τὴν ὀσφὺν τοῦ ἀνθρώπου,περίζωμα | κολλάω | ὀσφύς | ἄνθρωπος,belt-clings-waist line,just as the belt clings to the waist of a man,just as belt clings to waist of man,English supplies articles in the explanatory comparison.,reviewed,codex
Jeremiah 13:12,μὴ γνόντες οὐ γνωσόμεθα,γινώσκω,wineskin-response line,Do we not know,Not knowing shall we not know,English renders the question idiomatically while retaining the knowing root.,reviewed,codex
Jeremiah 13:13,πληρῶ τοὺς κατοικοῦντας τὴν γῆν ταύτην,πληρόω | κατοικέω | γῆ,inhabitants-filled line,I fill the inhabitants of this land,I fill inhabitants of this land,English supplies the before inhabitants.,reviewed,codex
Jeremiah 13:14,ἄνδρα καὶ τὸν ἀδελφὸν αὐτοῦ,ἀνήρ | ἀδελφός,man-brother line,a man and his brother,man and his brother,English supplies a before man.,reviewed,codex
Jeremiah 13:16,δότε τῷ κυρίῳ θεῷ ὑμῶν δόξαν,δίδωμι | κύριος | θεός | δόξα,give-glory line,Give glory to the Lord your God,Give to the Lord your God glory,English uses standard give-glory word order.,reviewed,codex
Jeremiah 13:17,τὸ ποίμνιον κυρίου,ποίμνιον | κύριος,flock-of-Lord line,the flock of the Lord,flock of the Lord,English supplies the before flock.,reviewed,codex
Jeremiah 13:18,στέφανος δόξης ὑμῶν,στέφανος | δόξα,crown-glory line,the crown of your glory fell from your head,from your head fell crown of your glory,English normalizes word order and supplies the before crown.,reviewed,codex
Jeremiah 13:19,πόλεις αἱ πρὸς νότον,πόλις | νότος,south-cities line,the cities toward the south,Cities toward south,English supplies articles before cities and south.,reviewed,codex
Jeremiah 13:20,ἀπὸ βορρᾶ ... τὸ ποίμνιον,βορρᾶς | ποίμνιον,north-flock line,from the north ... the flock,from north ... flock,English supplies articles before north and flock.,reviewed,codex
Jeremiah 13:21,οὐκ ὠδῖνες καθεξοῦσίν σε,ὠδίν | κατέχω,birth-pangs-question line,Will birth-pangs not seize you,Will not birth-pangs seize you,English keeps the negative question but smooths word order.,reviewed,codex
Jeremiah 13:22,παραδειγματισθῆναι τὰς πτέρνας σου,παραδειγματίζω | πτέρνα,heels-example line,your heels exposed as an example,your heels exposed as example,English supplies an before example.,reviewed,codex
Jeremiah 13:23,εἰ ἀλλάξεται Αἰθίοψ τὸ δέρμα αὐτοῦ καὶ πάρδαλις τὰ ποικίλματα αὐτῆς,Αἰθίοψ | δέρμα | πάρδαλις | ποίκιλμα,Ethiopian-leopard line,If an Ethiopian can change his skin and a leopard her spots,If Ethiopian will change his skin and leopard her spots,English supplies articles and uses can to convey the rhetorical impossibility.,reviewed,codex
Jeremiah 13:24,φερόμενα ὑπὸ ἀνέμου,φέρω | ἄνεμος,wind-carried-brushwood line,carried by the wind,carried by wind,English supplies the before wind.,reviewed,codex
Jeremiah 13:25,οὗτος ὁ κλῆρός σου καὶ μερὶς,κλῆρος | μερίς,lot-portion line,This is your lot and the portion,This your lot and portion,English supplies is and the before portion.,reviewed,codex
Jeremiah 13:27,ἐπὶ τῶν βουνῶν καὶ ἐν τοῖς ἀγροῖς,βουνός | ἀγρός,hills-fields line,on the hills and in the fields,on hills and in fields,English supplies articles before hills and fields.,reviewed,codex
Jeremiah 14:1,περὶ τῆς ἀβροχίας,ἀβροχία,drought-heading line,concerning the drought,concerning drought,English supplies the before drought.,reviewed,codex
Jeremiah 14:2,ἡ κραυγὴ τῆς Ιερουσαλημ ἀνέβη,κραυγή | Ιερουσαλημ,cry-of-Jerusalem line,the cry of Jerusalem went up,cry of Jerusalem went up,English supplies the before cry.,reviewed,codex
Jeremiah 14:3,ἐπὶ τὰ φρέατα,φρέαρ,wells line,to the wells,to wells,English supplies the before wells.,reviewed,codex
Jeremiah 14:4,τὰ ἔργα τῆς γῆς,ἔργον | γῆ,works-earth line,the works of the earth,works of earth,English supplies articles in the earth-works phrase.,reviewed,codex
Jeremiah 14:6,ἀπὸ λαοῦ ἀδικίας,λαός | ἀδικία,people-injustice line,because of the injustice of the people,because of injustice of the people,English supplies the before injustice.,reviewed,codex
Jeremiah 14:7,πολλαὶ αἱ ἁμαρτίαι ἡμῶν ἐναντίον σου,ἁμαρτία | ἐναντίον,sins-before-you line,many are our sins before you,many our sins before you,English supplies are for normal English predication.,reviewed,codex
Jeremiah 14:8,ὑπομονὴ Ισραηλ κύριε καὶ σῴζεις ἐν καιρῷ κακῶν,ὑπομονή | Ισραηλ | κύριος | σῴζω,Hope-Israel-saves line,Hope of Israel Lord you save in the time of evils,Hope of Israel Lord and saving in the time of evils,English treats σῴζεις as finite you save.,reviewed,codex
Jeremiah 14:9,σὺ ἐν ἡμῖν εἶ κύριε,εἰμί | κύριος,among-us line,you are among us Lord,you are in us Lord,English renders ἐν ἡμῖν as among us in this covenant-presence context.,reviewed,codex
Jeremiah 14:10,ἠγάπησαν κινεῖν πόδας αὐτῶν,ἀγαπάω | κινέω | πούς,moving-feet line,loved to move their feet,loved moving their feet,English supplies to for the infinitive.,reviewed,codex
