ref,book_code,book_name,chapter,verse,greek_text,transliteration,literal_gloss,syntax_notes,draft_translation
Genesis 41:31,GEN,Genesis,41,31,καὶ οὐκ ἐπιγνωσθήσεται ἡ εὐθηνία ἐπὶ τῆς γῆς ἀπὸ τοῦ λιμοῦ τοῦ ἐσομένου μετὰ ταῦτα· ἰσχυρὸς γὰρ ἔσται σφόδρα.,,,,
Genesis 41:32,GEN,Genesis,41,32,"περὶ δὲ τοῦ δευτερῶσαι τὸ ἐνύπνιον Φαραὼ δίς, ὅτι ἀληθὲς ἔσται τὸ ρῆμα τὸ παρὰ τοῦ Θεοῦ, καὶ ταχυνεῖ ὁ Θεὸς τοῦ ποιῆσαι αὐτό.",,,,
Genesis 41:33,GEN,Genesis,41,33,νῦν οὖν σκέψαι ἄνθρωπον φρόνιμον καὶ συνετὸν καὶ κατάστησον αὐτὸν ἐπὶ γῆς Αἰγύπτου·,,,,
Genesis 41:34,GEN,Genesis,41,34,"καὶ ποιησάτω Φαραὼ καὶ καταστησάτω τοπάρχας ἐπὶ τῆς γῆς, καὶ ἀποπεμπτωσάτωσαν πάντα τὰ γεννήματα τῆς γῆς Αἰγύπτου τῶν ἑπτὰ ἐτῶν τῆς εὐθηνίας",,,,
Genesis 41:35,GEN,Genesis,41,35,"καὶ συναγαγέτωσαν πάντα τὰ βρώματα τῶν ἑπτὰ ἐτῶν τῶν ἐρχομένων τῶν καλῶν τούτων, καὶ συναχθήτω ὁ σῖτος ὑπὸ χεῖρα Φαραώ, βρώματα ἐν ταῖς πόλεσι φυλαχθήτω·",,,,
Genesis 41:36,GEN,Genesis,41,36,"καὶ ἔσται τὰ βρώματα τὰ πεφυλαγμένα τῇ γῇ εἰς τὰ ἑπτὰ ἔτη τοῦ λιμοῦ, ἃ ἔσονται ἐν γῇ Αἰγύπτου, καὶ οὐκ ἐκτριβήσεται ἡ γῇ ἐν τῷ λιμῷ.",,,,
Genesis 41:37,GEN,Genesis,41,37,"῎Ηρεσε δὲ τὸ ρῆμα ἐναντίον Φαραὼ καὶ ἐναντίον πάντων τῶν παίδων αὐτοῦ,",,,,
Genesis 41:38,GEN,Genesis,41,38,"καὶ εἶπε Φαραὼ πᾶσι τοῖς παισὶν αὐτοῦ· μὴ εὑρήσομεν ἄνθρωπον τοιοῦτον, ὃς ἔχει πνεῦμα Θεοῦ ἐν αὐτῷ",,,,
Genesis 41:39,GEN,Genesis,41,39,"εἶπε δὲ Φαραὼ τῷ ᾿Ιωσήφ· ἐπειδὴ ἔδειξεν ὁ Θεός σοι πάντα ταῦτα, οὐκ ἔστιν ἄνθρωπος φρονιμώτερος καὶ συνετώτερός σου·",,,,
Genesis 41:40,GEN,Genesis,41,40,"σὺ ἔσῃ ἐπὶ τῷ οἴκῳ μου, καὶ ἐπὶ τῷ στόματί σου ὑπακούσεται πᾶς ὁ λαός μου· πλὴν τὸν θρόνον ὑπερέξω σου ἐγώ.",,,,
Genesis 41:41,GEN,Genesis,41,41,εἶπε δὲ Φαραὼ τῷ ᾿Ιωσήφ· ἰδοὺ καθίστημί σε σήμερον ἐπὶ πάσης γῆς Αἰγύπτου.,,,,
Genesis 41:42,GEN,Genesis,41,42,"καὶ περιελόμενος Φαραὼ τὸν δακτύλιον ἀπὸ τῆς χειρὸς αὐτοῦ, περιέθηκεν αὐτὸν ἐπί τὴν χεῖρα ᾿Ιωσὴφ καὶ ἐνέδυσεν αὐτὸν στολὴν βυσσίνην καὶ περιέθηκε κλοιὸν χρυσοῦν περὶ τὸν τράχηλον αὐτοῦ·",,,,
Genesis 41:43,GEN,Genesis,41,43,"καὶ ἀνεβίβασεν αὐτὸν ἐπὶ τὸ ἅρμα τὸ δεύτερον τῶν αὐτοῦ, καὶ ἐκήρυξεν ἔμπροσθεν αὐτοῦ κήρυξ· καὶ κατέστησεν αὐτὸν ἐφ᾿ ὅλης γῆς Αἰγύπτου.",,,,
Genesis 41:44,GEN,Genesis,41,44,"εἶπε δὲ Φαραὼ τῷ ᾿Ιωσήφ· ἐγὼ Φαραώ, ἄνευ σοῦ οὐκ ἐξαρεῖ οὐδεὶς τὴν χεῖρα αὐτοῦ ἐπὶ πάσης γῆς Αἰγύπτου.",,,,
Genesis 41:45,GEN,Genesis,41,45,"καὶ ἐκάλεσε Φαραὼ τὸ ὄνομα ᾿Ιωσήφ, Ψονθομφανήχ· καὶ ἔδωκεν αὐτῷ τὴν ᾿Ασεννὲθ θυγατέρα Πετεφρῆ ἱερέως ῾Ηλιουπόλεως αὐτῷ εἰς γυναῖκα.",,,,
Genesis 41:46,GEN,Genesis,41,46,"᾿Ιωσὴφ δὲ ἦν ἐτῶν τριάκοντα, ὅτε ἔστη ἐναντίον Φαραὼ βασιλέως Αἰγύπτου. ᾿Εξῆλθε δὲ ᾿Ιωσὴφ ἀπὸ προσώπου Φαραώ, καὶ διῆλθε πᾶσαν γῆν Αἰγύπτου.",,,,
Genesis 41:47,GEN,Genesis,41,47,καὶ ἐποίησεν ἡ γῆ ἐν τοῖς ἑπτὰ ἔτεσι τῆς εὐθηνίας δράγματα·,,,,
Genesis 41:48,GEN,Genesis,41,48,"καὶ συνήγαγε πάντα τὰ βρώματα τῶν ἑπτὰ ἐτῶν, ἐν οἷς ἦν ἡ εὐθυνία ἐν τῇ γῇ Αἰγύπτου, καὶ ἔθηκε τὰ βρώματα ἐν ταῖς πόλεσι, βρώματα τῶν πεδίων τῆς πόλεως τῶν κύκλῳ αὐτῆς ἔθηκεν ἐν αὐτῇ.",,,,
Genesis 41:49,GEN,Genesis,41,49,"καὶ συνήγαγεν ᾿Ιωσὴφ σῖτον ὡσεὶ τὴν ἄμμον τῆς θαλάσσης πολὺν σφόδρα, ἕως οὐκ ἠδύνατο ἀριθμηθῆναι, οὐ γὰρ ἦν ἀριθμός.",,,,
Genesis 41:50,GEN,Genesis,41,50,"Τῷ δὲ ᾿Ιωσὴφ ἐγένοντο υἱοὶ δύο πρὸ τοῦ ἐλθεῖν τὰ ἑπτὰ ἔτη τοῦ λιμοῦ, οὓς ἔτεκεν αὐτῷ ᾿Ασεννὲθ ἡ θυγάτηρ Πετεφρῆ ἱερέως ῾Ηλιουπόλεως.",,,,
Genesis 41:51,GEN,Genesis,41,51,"ἐκάλεσε δὲ ᾿Ιωσὴφ τὸ ὄνομα τοῦ πρωτοτόκου Μανασσῆ, ὅτι ἐπιλαθέσθαι με ἐποίησεν ὁ Θεὸς πάντων τῶν πόνων μου καὶ πάντων τῶν τοῦ πατρός μου.",,,,
Genesis 41:52,GEN,Genesis,41,52,"τὸ δὲ ὄνομα τοῦ δευτέρου ἐκάλεσεν ᾿Εφραΐμ, ὅτι ηὔξησέ με ὁ Θεὸς ἐν γῇ ταπεινώσεώς μου.",,,,
Genesis 41:53,GEN,Genesis,41,53,"Παρῆλθε δὲ τὰ ἑπτὰ ἔτη τῆς εὐθηνίας, ἃ ἐγένοντο ἐν τῇ γῇ Αἰγύπτου,",,,,
Genesis 41:54,GEN,Genesis,41,54,"καὶ ἤρξατο τὰ ἑπτὰ ἔτη τοῦ λιμοῦ ἔρχεσθαι, καθὰ εἶπεν ᾿Ιωσήφ. καὶ ἐγένετο λιμὸς ἐν πάσῃ τῇ γῇ, ἐν δὲ πάσῃ τῇ γῇ Αἰγύπτου ἦσαν ἄρτοι.",,,,
Genesis 41:55,GEN,Genesis,41,55,"καὶ ἐπείνασε πᾶσα ἡ γῆ Αἰγύπτου, ἔκραξε δὲ ὁ λαὸς πρὸς Φαραὼ περὶ ἄρτων· εἶπε δὲ Φαραὼ πᾶσι τοῖς Αἰγυπτίοις· πορεύεσθε πρὸς ᾿Ιωσήφ, καὶ ὃ ἐὰν εἴπῃ ὑμῖν, ποιήσατε.",,,,
Genesis 41:56,GEN,Genesis,41,56,καὶ ὁ λιμὸς ἦν ἐπὶ προσώπου πάσης τῆς γῆς· ἀνέῳξε δὲ ᾿Ιωσὴφ πάντας τοὺς σιτοβολῶνας καὶ ἐπώλει πᾶσι τοῖς Αἰγυπτίοις.,,,,
Genesis 41:57,GEN,Genesis,41,57,καὶ πᾶσαι αἱ χῶραι ἦλθον εἰς Αἴγυπτον ἀγοράζειν πρὸς ᾿Ιωσήφ· ἐπεκράτησε γὰρ ὁ λιμὸς ἐν πάσῃ τῇ γῇ.,,,,
Genesis 42:1,GEN,Genesis,42,1,"ΙΔΩΝ δὲ ᾿Ιακὼβ ὅτι ἐστὶ πρᾶσις ἐν Αἰγύπτῳ, εἶπε τοῖς υἱοῖς αὐτοῦ· ἱνατί ραθυμεῖτε",,,,
Genesis 42:2,GEN,Genesis,42,2,"ἰδοὺ ἀκήκοα ὅτι ἐστὶ σῖτος ἐν Αἰγύπτῳ· κατάβητε ἐκεῖ καὶ πρίασθε ἡμῖν μικρὰ βρώματα, ἵνα ζήσωμεν καὶ μὴ ἀποθάνωμεν.",,,,
Genesis 42:3,GEN,Genesis,42,3,κατέβησαν δὲ οἱ ἀδελφοὶ ᾿Ιωσὴφ οἱ δέκα πρίασθαι σῖτον ἐξ Αἰγύπτου·,,,,
Genesis 42:4,GEN,Genesis,42,4,"τὸν δὲ Βενιαμὶν τὸν ἀδελφὸν ᾿Ιωσὴφ οὐκ ἀπέστειλε μετὰ τῶν ἀδελφῶν αὐτοῦ, εἶπε γάρ· μή ποτε συμβῇ αὐτῷ μαλακία.",,,,
Genesis 42:5,GEN,Genesis,42,5,῏Ηλθον δὲ οἱ υἱοὶ ᾿Ισραὴλ ἀγοράζειν μετὰ τῶν ἐρχομένων· ἦν γὰρ ὁ λιμὸς ἐν γῇ Χαναάν.,,,,
Genesis 42:6,GEN,Genesis,42,6,"᾿Ιωσὴφ δὲ ἦν ὁ ἄρχων τῆς γῆς, οὗτος ἐπώλει παντὶ τῷ λαῷ τῆς γῆς· ἐλθόντες δὲ οἱ ἀδελφοὶ ᾿Ιωσὴφ προσεκύνησαν αὐτῷ ἐπὶ πρόσωπον ἐπὶ τὴν γῆν.",,,,
Genesis 42:7,GEN,Genesis,42,7,ἰδὼν δὲ ᾿Ιωσὴφ τούς ἀδελφοὺς αὐτοῦ ἐπέγνω καὶ ἠλλοτριοῦτο ἀπ᾿ αὐτῶν καὶ ἐλάλησεν αὐτοῖς σκληρὰ καὶ εἶπεν αὐτοῖς· πόθεν ἥκατε; οἱ δὲ εἶπον· ἐκ γῆς Χαναὰν ἀγοράσαι βρώματα.,,,,
Genesis 42:8,GEN,Genesis,42,8,"ἐπέγνω δὲ ᾿Ιωσὴφ τοὺς ἀδελφοὺς αὐτοῦ, αὐτοὶ δὲ οὐκ ἐπέγνωσαν αὐτόν.",,,,
Genesis 42:9,GEN,Genesis,42,9,"καὶ ἐμνήσθη ᾿Ιωσὴφ τῶν ἐνυπνίων αὐτοῦ, ὧν εἶδεν αὐτός, καὶ εἶπεν αὐτοῖς· κατάσκοποί ἐστε, κατανοῆσαι τὰ ἴχνη τῆς χώρας ἥκατε.",,,,
Genesis 42:10,GEN,Genesis,42,10,"οἱ δὲ εἶπαν· οὐχί, κύριε, οἱ παῖδές σου ἤλθομεν πρίασθαι βρώματα·",,,,
Genesis 42:11,GEN,Genesis,42,11,"πάντες ἐσμὲν υἱοὶ ἑνὸς ἀνθρώπου· εἰρηνικοί ἐσμεν, οὐκ εἰσὶν οἱ παῖδές σου κατάσκοποι.",,,,
Genesis 42:12,GEN,Genesis,42,12,"εἶπε δὲ αὐτοῖς· οὐχί, ἀλλὰ τὰ ἴχνη τῆς γῆς ἤλθετε ἰδεῖν.",,,,
Genesis 42:13,GEN,Genesis,42,13,"οἱ δὲ εἶπαν· δώδεκά ἐσμεν οἱ παῖδες σου ἀδελφοὶ ἐν γῇ Χαναάν, καὶ ἰδοὺ ὁ νεώτερος μετὰ τοῦ πατρὸς ἡμῶν σήμερον, ὁ δὲ ἕτερος οὐχ ὑπάρχει.",,,,
Genesis 42:14,GEN,Genesis,42,14,"εἶπε δὲ αὐτοῖς ᾿Ιωσήφ· τοῦτό ἐστιν ὃ εἴρηκα ὑμῖν λέγων, ὅτι κατάσκοποί ἐστε·",,,,
Genesis 42:15,GEN,Genesis,42,15,"ἐν τούτῳ φανεῖσθε· νὴ τὴν ὑγίειαν Φαραώ, οὐ μὴ ἐξέλθητε ἐντεῦθεν, ἐὰν μὴ ὁ ἀδελφὸς ὑμῶν ὁ νεώτερος ἔλθῃ ὧδε.",,,,
Genesis 42:16,GEN,Genesis,42,16,"ἀποστείλατε ἐξ ὑμῶν ἕνα καὶ λάβετε τὸν ἀδελφὸν ὑμῶν, ὑμεῖς δὲ ἀπάχθητε ἕως τοῦ φανερὰ γενέσθαι τὰ ρήματα ὑμῶν, εἰ ἀληθεύετε ἢ οὔ· εἰ δὲ μή, νὴ τὴν ὑγίειαν Φαραώ, ἦ μὴν κατάσκοποί ἐστε.",,,,
Genesis 42:17,GEN,Genesis,42,17,καὶ ἔθετο αὐτοὺς ἐν φυλακῇ ἡμέρας τρεῖς.,,,,
Genesis 42:18,GEN,Genesis,42,18,"Εἶπε δὲ αὐτοῖς τῇ ἡμέρᾳ τῇ τρίτῃ· τοῦτο ποιήσατε καὶ ζήσεσθε, τὸν Θεὸν γὰρ ἐγὼ φοβοῦμαι·",,,,
Genesis 42:19,GEN,Genesis,42,19,"εἰ εἰρηνικοί ἐστε, ἀδελφὸς ὑμῶν κατασχεθήτω εἷς ἐν τῇ φυλακῇ, αὐτοὶ δὲ βαδίσατε καὶ ἀπαγάγετε τὸν ἀγορασμὸν τῆς σιτοδοσίας ὑμῶν,",,,,
Genesis 42:20,GEN,Genesis,42,20,"καὶ τὸν ἀδελφὸν ὑμῶν τὸν νεώτερον ἀγάγετε πρός με, καὶ πιστευθήσονται τὰ ρήματα ὑμῶν· εἰ δὲ μή, ἀποθανεῖσθε. ἐποίησαν δὲ οὕτως.",,,,
Genesis 42:21,GEN,Genesis,42,21,"καὶ εἶπεν ἕκαστος πρὸς τὸν ἀδελφὸν αὐτοῦ· ναί, ἐν ἁμαρτίαις γάρ ἐσμεν περὶ τοῦ ἀδελφοῦ ἡμῶν, ὅτι ὑπερείδομεν τὴν θλῖψιν τῆς ψυχῆς αὐτοῦ, ὅτε κατεδέετο ἡμῶν, καὶ οὐκ εἰσηκούσαμεν αὐτοῦ· καὶ ἕνεκεν τούτου ἐπῆλθεν ἐφ᾿ ἡμᾶς ἡ θλῖψις αὕτη.",,,,
Genesis 42:22,GEN,Genesis,42,22,"ἀποκριθεὶς δὲ Ρουβὴν εἶπεν αὐτοῖς· οὐκ ἐλάλησα ὑμῖν λέγων, μὴ ἀδικήσητε τὸ παιδάριον; καὶ οὐκ ἠκούσατέ μου; καὶ ἰδοὺ τὸ αἷμα αὐτοῦ ἐκζητεῖται.",,,,
Genesis 42:23,GEN,Genesis,42,23,αὐτοὶ δὲ οὐκ ᾔδεισαν ὅτι ἀκούει ᾿Ιωσήφ· ὁ γὰρ ἑρμηνευτὴς ἀνὰ μέσον αὐτῶν ἦν.,,,,
Genesis 42:24,GEN,Genesis,42,24,ἀποστραφεὶς δὲ ἀπ᾿ αὐτῶν ἔκλαυσεν ᾿Ιωσήφ. καὶ πάλιν προσῆλθε πρὸς αὐτοὺς καὶ εἶπεν αὐτοῖς· καὶ ἔλαβε τὸν Συμεὼν ἀπ᾿ αὐτῶν καὶ ἔδησεν αὐτὸν ἐναντίον αὐτῶν.,,,,
Genesis 42:25,GEN,Genesis,42,25,ἐνετείλατο δὲ ᾿Ιωσήφ ἐμπλῆσαι τὰ ἀγγεῖα αὐτῶν σίτου καὶ ἀποδοῦναι τὸ ἀργύριον αὐτῶν ἑκάστῳ εἰς τὸν σάκκον αὐτοῦ καὶ δοῦναι αὐτοῖς ἐπισιτισμὸν εἰς τὴν ὁδόν. καὶ ἐγενήθη αὐτοῖς οὕτως.,,,,
Genesis 42:26,GEN,Genesis,42,26,καὶ ἐπιθέντες τὸν σῖτον ἐπὶ τοὺς ὄνους αὐτῶν ἀπῆλθον ἐκεῖθεν.,,,,
Genesis 42:27,GEN,Genesis,42,27,"λύσας δὲ εἷς τὸν μάρσιππον αὐτοῦ δοῦναι χορτάσματα τοῖς ὄνοις αὐτοῦ, οὗ κατέλυσαν, καὶ εἶδε τὸν δεσμὸν τοῦ ἀργυρίου αὐτοῦ, καὶ ἦν ἐπάνω τοῦ στόματος τοῦ μαρσίππου·",,,,
Genesis 42:28,GEN,Genesis,42,28,"καὶ εἶπε τοῖς ἀδελφοῖς αὐτοῦ· ἐπεδόθη μοι τὸ ἀργύριον, καὶ ἰδοὺ τοῦτο ἐν τῷ μαρσίππῳ μου, καὶ ἐξέστη ἡ καρδία αὐτῶν, καὶ ἐταράχθησαν πρὸς ἀλλήλους λέγοντες· τί τοῦτο ἐποίησεν ὁ Θεὸς ἡμῖν",,,,
Genesis 42:29,GEN,Genesis,42,29,"῏Ηλθον δὲ πρὸς ᾿Ιακὼβ τὸν πατέρα αὐτῶν εἰς γῆν Χαναὰν καὶ ἀπήγγειλαν αὐτῷ πάντα τὰ συμβάντα αὐτοῖς, λέγοντες·",,,,
Genesis 42:30,GEN,Genesis,42,30,λελάληκεν ὁ ἄνθρωπος ὁ κύριος τῆς γῆς πρὸς ἡμᾶς σκληρὰ καὶ ἔθετο ἡμᾶς ἐν φυλακῇ ὡς κατασκοπεύοντας τὴν γῆν.,,,,
Genesis 42:31,GEN,Genesis,42,31,"εἴπαμεν δὲ αὐτῷ· εἰρηνικοί ἐσμέν, οὐκ ἐσμὲν κατάσκοποι·",,,,
Genesis 42:32,GEN,Genesis,42,32,"δώδεκα ἀδελφοί ἐσμεν, υἱοὶ τοῦ πατρὸς ἡμῶν· ὁ εἷς οὐχ ὑπάρχει, ὁ δὲ μικρὸς μετὰ τοῦ πατρὸς ἡμῶν σήμερον ἐν γῇ Χαναάν.",,,,
Genesis 42:33,GEN,Genesis,42,33,"εἶπε δὲ ἡμῖν ὁ ἄνθρωπος ὁ κύριος τῆς γῆς· ἐν τούτῳ γνώσομαι ὅτι εἰρηνικοί ἐστε· ἀδελφὸν ἕνα ἄφετε ὧδε μετ᾿ ἐμοῦ, τὸν δὲ ἀγορασμὸν τῆς σιτοδοσίας τοῦ οἴκου ὑμῶν λαβόντες ἀπέλθατε.",,,,
Genesis 42:34,GEN,Genesis,42,34,"καὶ ἀγάγετε πρός με τὸν ἀδελφὸν ὑμῶν τὸν νεώτερον, καὶ γνώσομαι ὅτι οὐ κατάσκοποί ἐστε, ἀλλ᾿ ὅτι εἰρηνικοί ἐστε, καὶ τὸν ἀδελφὸν ὑμῶν ἀποδώσω ὑμῖν, καὶ τῇ γῇ ἐμπορεύσεσθε.",,,,
Genesis 42:35,GEN,Genesis,42,35,"ἐγένετο δὲ ἐν τῷ κατακενοῦν αὐτοὺς τοὺς σάκκους αὐτῶν, καὶ ἦν ἑκάστου ὁ δεσμὸς τοῦ ἀργυρίου ἐν τῷ σάκκῳ αὐτῶν· καὶ εἶδον τοὺς δεσμοὺς τοῦ ἀργυρίου αὐτῶν αὐτοὶ καὶ ὁ πατὴρ αὐτῶν, καὶ ἐφοβήθησαν.",,,,
Genesis 42:36,GEN,Genesis,42,36,"εἶπε δὲ αὐτοῖς ᾿Ιακὼβ ὁ πατὴρ αὐτῶν· ἐμὲ ἠτεκνώσατε, ᾿Ιωσὴφ οὔκ ἔστι, Συμεὼν οὐκ ἔστι, καὶ τὸν Βενιαμὶν λήψεσθε; ἐπ᾿ ἐμὲ ἐγένετο ταῦτα πάντα.",,,,
Genesis 42:37,GEN,Genesis,42,37,"εἶπε δὲ Ρουβὴν τῷ πατρὶ αὐτῶν λέγων· τοὺς δύο υἱούς μου ἀπόκτεινον, ἐὰν μὴ ἀγάγω αὐτὸν πρὸς σέ· δὸς αὐτὸν εἰς τὴν χεῖρά μου, κἀγὼ ἀνάξω αὐτὸν πρὸς σέ.",,,,
Genesis 42:38,GEN,Genesis,42,38,"ὁ δὲ εἶπεν· οὐ καταβήσεται ὁ υἱός μου μεθ᾿ ὑμῶν, ὅτι ὁ ἀδελφὸς αὐτοῦ ἀπέθανε καὶ αὐτὸς μόνος καταλέλειπται· καὶ συμβήσεται αὐτὸν μαλακισθῆναι ἐν τῇ ὁδῷ, ᾗ ἐὰν πορεύησθε, καὶ κατάξετέ μου τὸ γῆρας μετὰ λύπης εἰς ἅδου.",,,,
Genesis 42:39,GEN,Genesis,42,39,ὁ δὲ λιμὸς ἐνίσχυσεν ἐπὶ τῆς γῆς.,,,,
Genesis 43:1,GEN,Genesis,43,1,"ΕΓΕΝΕΤΟ δὲ ἡνίκα συνετέλεσαν καταφαγεῖν τὸν σῖτον, ὃν ἤνεγκαν ἐξ Αἰγύπτου, καὶ εἶπεν αὐτοῖς ὁ πατὴρ αὐτῶν· πάλιν πορευθέντες πρίασθε ἡμῖν μικρὰ βρώματα.",,,,
Genesis 43:2,GEN,Genesis,43,2,"εἶπε δὲ αὐτῷ ᾿Ιούδας λέγων· διαμαρτυρίᾳ μεμαρτύρηται ἡμῖν ὁ ἄνθρωπος ὁ κύριος τῆς γῆς λέγων· οὐκ ὄψεσθε τὸ πρόσωπόν μου, ἐὰν μὴ ὁ ἀδελφὸς ὑμῶν ὁ νεώτερος μεθ᾿ ὑμῶν ᾖ·",,,,
Genesis 43:3,GEN,Genesis,43,3,"εἰ μὲν οὖν ἀποστέλλῃς τὸν ἀδελφὸν ἡμῶν μεθ᾿ ἡμῶν, καταβησόμεθα, καὶ ἀγοράσομέν σοι βρώματα.",,,,
Genesis 43:4,GEN,Genesis,43,4,"εἰ δὲ μὴ ἀποστέλλῃς τὸν ἀδελφὸν ἡμῶν μεθ᾿ ἡμῶν, οὐ πορευσόμεθα. ὁ γὰρ ἄνθρωπος εἶπεν ἡμῖν, λέγων· οὐκ ὄψεσθέ μου τὸ πρόσωπον, ἐὰν μὴ ὁ ἀδελφὸς ὑμῶν ὁ νεώτερος μεθ᾿ ὑμῶν ᾖ.",,,,
