ref,book_name,chapter,verse,fresh_translation,brenton_translation,same_normalized,decision_count,footnote_count,importance
Genesis 1:30,Genesis,1,30,"And to every wild beast of the earth and every bird of Heaven and every creeping thing that creeps on the earth, everything that has in itself living breath, I have given every green plant for food. And it came to be so.","And to all the wild beasts of the earth, and to all the flying creatures of heaven, and to every reptile creeping on the earth, which has in itself the breath of life, even every green plant for food; and it was so.",no,1,1,high
Genesis 1:31,Genesis,1,31,"And God saw all that he had made, and look, it was very good. And evening came, and morning came: sixth day.","And God saw all the things that he had made, and, behold, they were very good. And there was evening and there was morning, the sixth day.",no,1,1,high
Genesis 2:1,Genesis,2,1,"And Heaven and Earth were completed, and all their ordered array.","And the heavens and the earth were finished, and the whole world of them.",no,1,1,high
Genesis 2:2,Genesis,2,2,"And God completed his works, the works he had made, on the sixth day, and he rested on the seventh day from all his works that he had made.","And God finished on the sixth day his works which he made, and he ceased on the seventh day from all his works which he made.",no,2,1,high
Genesis 2:3,Genesis,2,3,"And God blessed the seventh day and made it holy, because on it he rested from all his works, the works God had begun to make.","And God blessed the seventh day and sanctified it, because in it he ceased from all his works which God began to do.",no,2,1,high
Genesis 2:4,Genesis,2,4,"This is the book of the origin of Heaven and Earth, when they came to be, on the day the Lord God made Heaven and Earth.","This is the book of the generation of heaven and earth, when they were made, in the day in which the Lord God made the heaven and the earth,",no,1,1,high
Genesis 2:5,Genesis,2,5,"And every green thing of the field was there before it came to be on the earth, and every grass of the field before it sprang up; for God had not rained on the earth, and there was no human to work it.","and every herb of the field before it was on the earth, and all the grass of the field before it sprang up, for God had not rained on the earth, and there was not a man to cultivate it.",no,1,0,high
Genesis 2:6,Genesis,2,6,But a spring was rising from the earth and watering the whole face of the ground.,"But there rose a fountain out of the earth, and watered the whole face of the earth.",no,1,1,high
Genesis 2:7,Genesis,2,7,"And God formed the human from dust of the earth and breathed into his face the breath of life, and the human became a living being.","And God formed the man of dust of the earth, and breathed upon his face the breath of life, and the man became a living soul.",no,2,1,high
Genesis 2:8,Genesis,2,8,"And God planted a garden in Eden toward the east, and he placed there the human whom he formed.","And God planted a garden eastward in Edem, and placed there the man whom he had formed.",no,1,1,high
Genesis 2:9,Genesis,2,9,"And God still caused every tree to spring up from the earth, beautiful to look at and good for food, and the tree of life in the middle of the garden, and the tree of knowing good and evil.","And God made to spring up also out of the earth every tree beautiful to the eye and good for food, and the tree of life in the midst of the garden, and the tree of learning the knowledge of good and evil.",no,1,1,high
Genesis 2:10,Genesis,2,10,But a river goes out from Eden to water the garden; from there it is divided into four heads.,"And a river proceeds out of Edem to water the garden, thence it divides itself into four heads.",no,1,1,high
Genesis 2:11,Genesis,2,11,"The name of the first is Pishon; this is the one that circles all the land of Havilah, where the gold is.","The name of the one, Phisom, this it is which encircles the whole land of Evilat, where there is gold.",no,0,0,low
Genesis 2:12,Genesis,2,12,And the gold of that land is good; and there too are the carbuncle and the green stone.,"And the gold of that land is good, there also is carbuncle and emerald.",no,0,0,low
Genesis 2:13,Genesis,2,13,And the name of the second river is Gihon; this is the one that circles all the land of Ethiopia.,"And the name of the second river is Geon, this it is which encircles the whole land of Ethiopia.",no,0,0,low
Genesis 2:14,Genesis,2,14,And the third river is Tigris; this is the one that goes opposite the Assyrians. And the fourth river is Euphrates.,"And the third river is Tigris, this is that which flows forth over against the Assyrians. And the fourth river is Euphrates.",no,0,0,low
Genesis 2:15,Genesis,2,15,"And the Lord God took the human whom he had formed and placed him in the garden of delight, to work it and to keep it.","And the Lord God took the man whom he had formed, and placed him in the garden of Delight, to cultivate and keep it.",no,0,0,medium
Genesis 2:16,Genesis,2,16,"And the Lord God commanded Adam, saying that from every tree in the garden he might surely eat,","And the Lord God gave a charge to Adam, saying, Of every tree which is in the garden thou mayest freely eat,",no,0,0,medium
Genesis 2:17,Genesis,2,17,"but from the tree of knowing good and evil, he was not to eat from it; on the day he ate from it, he would certainly die.","but of the tree of the knowledge of good and evil—of it ye shall not eat, but in whatsoever day ye eat of it, ye shall surely die.",no,0,0,low
Genesis 2:18,Genesis,2,18,"And the Lord God said, 'It is not good for the human to be alone. Let us make for him a helper corresponding to him.'","And the Lord God said, It is not good that the man should be alone, let us make for him a help suitable to him.",no,1,1,high
Genesis 2:19,Genesis,2,19,"And God still formed from the earth all the beasts of the field and all the birds of Heaven, and brought them to Adam to see what he would call them. And whatever Adam called each living creature, that was its name.","And God formed yet farther out of the earth all the wild beasts of the field, and all the birds of the sky, and he brought them to Adam, to see what he would call them, and whatever Adam called any living creature, that was the name of it.",no,0,0,low
Genesis 2:20,Genesis,2,20,And Adam gave names to all the livestock and to all the birds of Heaven and to all the beasts of the field. But for Adam no helper like him was found.,"And Adam gave names to all the cattle and to all the birds of the sky, and to all the wild beasts of the field, but for Adam there was not found a help like to himself.",no,0,0,low
Genesis 2:21,Genesis,2,21,"And God cast an ecstasy on Adam, and he slept; and he took one of his sides and filled flesh in its place.","And God brought a trance upon Adam, and he slept, and he took one of his ribs, and filled up the flesh instead thereof.",no,1,1,high
Genesis 2:22,Genesis,2,22,And God built the side that he had taken from Adam into a woman and brought her to Adam.,"And God formed the rib which he took from Adam into a woman, and brought her to Adam.",no,0,0,medium
Genesis 2:23,Genesis,2,23,"And Adam said, 'This now is bone from my bones and flesh from my flesh. She shall be called woman, because she was taken from her man.'","And Adam said, This now is bone of my bones, and flesh of my flesh; she shall be called woman, because she was taken out of her husband.",no,1,1,high
Genesis 2:24,Genesis,2,24,"Because of this, a man will leave his father and his mother and be joined to his wife, and the two will become one flesh.","Therefore shall a man leave his father and his mother and shall cleave to his wife, and they two shall be one flesh.",no,0,0,medium
Genesis 2:25,Genesis,2,25,"And the two were naked, Adam and his wife, and they were not ashamed.","And the two were naked, both Adam and his wife, and were not ashamed.",no,0,0,low
Genesis 3:1,Genesis,3,1,"Now the serpent was the most shrewd of all the beasts on the earth that the Lord God had made. And the serpent said to the woman, 'Why is it that God said, ""You shall not eat from every tree of the garden""?'","Now the serpent was the most crafty of all the brutes on the earth, which the Lord God made, and the serpent said to the woman, Wherefore has God said, Eat not of every tree of the garden?",no,1,1,high
